X, Y, B1_ORIGINAL, B2_ORIGINAL, B3_ORIGINAL, CLASSIFICACAO 
2294, 884, 131, 0, 0,Várzea 
2294, 885, 131, 0, 0,Várzea 
2294, 886, 131, 0, 0,Várzea 
2294, 887, 131, 0, 0,Várzea 
2294, 888, 131, 0, 0,Várzea 
2294, 889, 131, 0, 0,Várzea 
2295, 882, 131, 0, 0,Várzea 
2295, 883, 131, 0, 0,Várzea 
2295, 884, 131, 0, 0,Várzea 
2295, 885, 131, 0, 0,Várzea 
2295, 886, 131, 0, 0,Várzea 
2295, 887, 131, 0, 0,Várzea 
2295, 888, 131, 0, 0,Várzea 
2295, 889, 131, 0, 0,Várzea 
2296, 882, 131, 0, 0,Várzea 
2296, 883, 131, 0, 0,Várzea 
2296, 884, 131, 0, 0,Várzea 
2296, 885, 131, 0, 0,Várzea 
2296, 886, 131, 0, 0,Várzea 
2296, 887, 131, 0, 0,Várzea 
2296, 888, 131, 0, 0,Várzea 
2296, 889, 131, 0, 0,Várzea 
2297, 882, 131, 0, 0,Várzea 
2297, 883, 131, 0, 0,Várzea 
2297, 884, 131, 0, 0,Várzea 
2297, 885, 131, 0, 0,Várzea 
2297, 886, 131, 0, 0,Várzea 
2297, 887, 131, 0, 0,Várzea 
2297, 888, 131, 0, 0,Várzea 
2297, 889, 131, 0, 0,Várzea 
2298, 882, 131, 0, 0,Várzea 
2298, 883, 131, 0, 0,Várzea 
2298, 884, 131, 0, 0,Várzea 
2298, 885, 131, 0, 0,Várzea 
2298, 886, 131, 0, 0,Várzea 
2298, 887, 131, 0, 0,Várzea 
2298, 888, 131, 0, 0,Várzea 
2298, 889, 131, 0, 0,Várzea 
2299, 882, 131, 0, 0,Várzea 
2299, 883, 131, 0, 0,Várzea 
2299, 884, 131, 0, 0,Várzea 
2299, 885, 131, 0, 0,Várzea 
2299, 886, 131, 0, 0,Várzea 
2299, 887, 131, 0, 0,Várzea 
2299, 888, 131, 0, 0,Várzea 
2299, 889, 131, 0, 0,Várzea 
2316, 2039, 101, 183, 14,Floresta 
2316, 2040, 101, 183, 14,Floresta 
2316, 2041, 101, 183, 14,Floresta 
2316, 2042, 101, 183, 14,Floresta 
2316, 2043, 101, 183, 14,Floresta 
2316, 2044, 101, 183, 14,Floresta 
2316, 2045, 101, 183, 14,Floresta 
2316, 2046, 101, 183, 14,Floresta 
2317, 2039, 101, 183, 14,Floresta 
2317, 2040, 101, 183, 14,Floresta 
2317, 2041, 101, 183, 14,Floresta 
2317, 2042, 101, 183, 14,Floresta 
2317, 2043, 101, 183, 14,Floresta 
2317, 2044, 101, 183, 14,Floresta 
2317, 2045, 101, 183, 14,Floresta 
2317, 2046, 101, 183, 14,Floresta 
2318, 2039, 101, 183, 14,Floresta 
2318, 2040, 101, 183, 14,Floresta 
2318, 2041, 101, 183, 14,Floresta 
2318, 2042, 101, 183, 14,Floresta 
2318, 2043, 101, 183, 14,Floresta 
2318, 2044, 101, 183, 14,Floresta 
2318, 2045, 101, 183, 14,Floresta 
2318, 2046, 101, 183, 14,Floresta 
2319, 2039, 101, 183, 14,Floresta 
2319, 2040, 101, 183, 14,Floresta 
2319, 2041, 101, 183, 14,Floresta 
2319, 2042, 101, 183, 14,Floresta 
2319, 2043, 101, 183, 14,Floresta 
2319, 2044, 101, 183, 14,Floresta 
2319, 2045, 101, 183, 14,Floresta 
2319, 2046, 101, 183, 14,Floresta 
2320, 2039, 101, 183, 14,Floresta 
2320, 2040, 101, 183, 14,Floresta 
2320, 2041, 101, 183, 14,Floresta 
2320, 2042, 101, 183, 14,Floresta 
2320, 2043, 101, 183, 14,Floresta 
2320, 2044, 101, 183, 14,Floresta 
2320, 2045, 101, 183, 14,Floresta 
2320, 2046, 101, 183, 14,Floresta 
2321, 2039, 101, 183, 14,Floresta 
2321, 2040, 101, 183, 14,Floresta 
2321, 2041, 101, 183, 14,Floresta 
2321, 2042, 101, 183, 14,Floresta 
2321, 2043, 101, 183, 14,Floresta 
2321, 2044, 101, 183, 14,Floresta 
2321, 2045, 101, 183, 14,Floresta 
2321, 2046, 101, 183, 14,Floresta 
2322, 2039, 101, 183, 14,Floresta 
2322, 2040, 101, 183, 14,Floresta 
2322, 2041, 101, 183, 14,Floresta 
2322, 2042, 101, 183, 14,Floresta 
2322, 2043, 101, 183, 14,Floresta 
2322, 2044, 101, 183, 14,Floresta 
2322, 2045, 101, 183, 14,Floresta 
2322, 2046, 101, 183, 14,Floresta 
2323, 2039, 101, 183, 14,Floresta 
2323, 2040, 101, 183, 14,Floresta 
2323, 2041, 101, 183, 14,Floresta 
2323, 2042, 101, 183, 14,Floresta 
2323, 2043, 101, 183, 14,Floresta 
2323, 2044, 101, 183, 14,Floresta 
2323, 2045, 101, 183, 14,Floresta 
2323, 2046, 101, 183, 14,Floresta 
